infohash,creation_date_conv,piece_length,number_pieces,number_files,torrent_size
4c27d6761f9d292296bb51c366899ecad4dffcef,2012-02-16 20:25:16,2097152,2417,771,5067264260
d233be7df41d5ce0bc9a08cfaa0399889b2b662b,2005-08-16 14:49:31,262144,2794,0,732372992
45f0b39320da2fbae8bfed90f70ec791cc5b3a30,2006-03-19 20:48:19,262144,9834,5,2577697256
decbbcb9f39c13b29eb7a3f26846c26e6028753f,2005-08-02 14:13:38,262144,2801,0,734208000
74ef40e74b939678b803f75d55a60f3cf62f3d19,2006-03-19 20:46:37,262144,13852,2,3631043224
ca9e48830990edfe03c41d529429ba66881ea7e6,2007-11-06 14:03:15,262144,14302,2,3748935751
bb76ebcaa6acaa5fe4e2f4542fa279abb66bff57,2011-05-16 12:36:24,262144,2840,4,744335505
c2a89806420e3252377bb0dc1fb21c2a75733695,2006-02-18 23:52:53,262144,10236,712,2683261310
25bcdc20cf68d8849fafb96b253abd5a05d18cd1,2005-10-23 02:47:55,262144,2801,0,734189568
3a4be1d48c31dfa62bf52958f3fdca3d5ce91cf1,2011-12-07 11:32:32,1048576,7550,8,7916262968
80f629d54d035b1b4aec8c8f43345b2d2ee12129,2013-09-21 01:09:13,2097152,9496,7451,19912906867
861ef19e66d1cf678a75d7a0d31e463d0c8ff794,2006-05-02 18:19:39,262144,2636,2,690992527
279d658e0a331375b91a35e8232c65413781db3f,2007-04-09 14:10:16,32768,839,500,27469222
